userid,itemid,rating,age,gender,occupation,zip,movietitle,releasedate
297,175,4,29,F,educator,98103,Brazil (1985),01/01/1985
344,451,4,30,F,librarian,94117,Grease (1978),01/01/1978
294,471,4,34,M,technician,92110,Courage Under Fire (1996),08/03/1996
72,644,4,48,F,administrator,73034,"Thin Blue Line, The (1988)",01/01/1988
54,1016,4,22,M,executive,66315,Con Air (1997),06/06/1997
276,265,4,21,M,student,95064,"Hunt for Red October, The (1990)",01/01/1990
328,162,4,51,M,administrator,6779,On Golden Pond (1981),01/01/1981
90,813,4,60,M,educator,78155,"Celluloid Closet, The (1995)",15/03/1996
69,9,4,24,M,engineer,55337,Dead Man Walking (1995),01/01/1995
334,922,4,32,M,librarian,30002,Dead Man (1995),10/05/1996
119,562,4,32,M,programmer,67401,"Quick and the Dead, The (1995)",01/01/1995
60,671,4,50,M,healthcare,6472,Bride of Frankenstein (1935),01/01/1935
279,464,4,33,M,programmer,85251,Vanya on 42nd Street (1994),01/01/1994
42,12,4,30,M,administrator,17870,"Usual Suspects, The (1995)",14/08/1995
279,226,4,33,M,programmer,85251,Die Hard 2 (1990),01/01/1990
295,485,4,31,M,educator,50325,My Fair Lady (1964),01/01/1964
67,121,4,17,M,student,60402,Independence Day (ID4) (1996),03/07/1996
328,443,4,51,M,administrator,6779,"Birds, The (1963)",01/01/1963
57,237,4,16,M,none,84010,Jerry Maguire (1996),13/12/1996
243,28,4,33,M,educator,60201,Apollo 13 (1995),01/01/1995
328,371,4,51,M,administrator,6779,"Bridges of Madison County, The (1995)",09/02/1996
188,148,4,42,M,student,29440,"Ghost and the Darkness, The (1996)",11/10/1996
308,204,4,60,M,retired,95076,Back to the Future (1985),01/01/1985
206,258,4,14,F,student,53115,Contact (1997),11/07/1997
151,514,4,38,F,administrator,48103,Annie Hall (1977),01/01/1977
210,186,4,39,M,engineer,3060,"Blues Brothers, The (1980)",01/01/1980
294,147,4,34,M,technician,92110,"Long Kiss Goodnight, The (1996)",05/10/1996
311,527,4,32,M,technician,73071,Gandhi (1982),01/01/1982
92,196,4,32,M,entertainment,80525,Dead Poets Society (1989),01/01/1989
104,475,4,27,M,student,55108,Trainspotting (1996),19/07/1996
214,248,4,26,F,librarian,11231,Grosse Pointe Blank (1997),11/04/1997
128,790,4,24,F,marketing,20009,Tommy Boy (1995),01/01/1995
293,55,4,24,M,writer,60804,"Professional, The (1994)",01/01/1994
11,135,4,39,F,other,30329,2001: A Space Odyssey (1968),01/01/1968
178,178,4,26,M,other,49512,12 Angry Men (1957),01/01/1957
151,234,4,38,F,administrator,48103,Jaws (1975),01/01/1975
276,164,4,21,M,student,95064,"Abyss, The (1989)",01/01/1989
188,13,4,42,M,student,29440,Mighty Aphrodite (1995),30/10/1995
304,275,4,22,F,student,71701,Sense and Sensibility (1995),01/01/1995
308,393,4,60,M,retired,95076,Mrs. Doubtfire (1993),01/01/1993
342,1071,4,25,F,other,98006,Party Girl (1995),01/01/1995
303,257,4,19,M,student,14853,Men in Black (1997),04/07/1997
368,50,4,18,M,student,92113,Star Wars (1977),01/01/1977
344,707,4,30,F,librarian,94117,Enchanted April (1991),01/01/1991
40,303,4,38,M,scientist,27514,Ulee's Gold (1997),01/01/1997
288,157,4,34,M,marketing,23226,Platoon (1986),01/01/1986
117,358,4,20,M,student,16125,Spawn (1997),01/08/1997
22,999,4,25,M,writer,40206,Clean Slate (1994),01/01/1994
57,7,4,16,M,none,84010,Twelve Monkeys (1995),01/01/1995
286,89,4,27,M,student,15217,Blade Runner (1982),01/01/1982
145,752,4,31,M,entertainment,V3N4P,"Replacement Killers, The (1998)",06/02/1998
106,1,4,61,M,retired,55125,Toy Story (1995),01/01/1995
346,237,4,34,M,other,76059,Jerry Maguire (1996),13/12/1996
180,69,4,22,F,administrator,60202,Forrest Gump (1994),01/01/1994
216,204,4,22,M,engineer,2215,Back to the Future (1985),01/01/1985
291,1046,4,19,M,student,44106,Malice (1993),01/01/1993
146,262,4,45,M,artist,83814,In the Company of Men (1997),01/08/1997
92,531,4,32,M,entertainment,80525,Shine (1996),22/11/1996
315,46,4,31,M,educator,18301,Exotica (1994),01/01/1994
270,1014,4,18,F,student,63119,Romy and Michele's High School Reunion (1997),25/04/1997
230,969,4,28,F,student,14476,Winnie the Pooh and the Blustery Day (1968),01/01/1968
90,1101,4,60,M,educator,78155,Six Degrees of Separation (1993),01/01/1993
328,98,4,51,M,administrator,6779,"Silence of the Lambs, The (1991)",01/01/1991
43,315,4,29,F,librarian,20854,Apt Pupil (1998),23/10/1998
189,100,4,32,M,artist,95014,Fargo (1996),14/02/1997
332,332,4,20,M,student,40504,Kiss the Girls (1997),01/01/1997
151,506,4,38,F,administrator,48103,Rebel Without a Cause (1955),01/01/1955
159,225,4,23,F,student,55346,101 Dalmatians (1996),27/11/1996
342,156,4,25,F,other,98006,Reservoir Dogs (1992),01/01/1992
244,122,4,28,M,technician,80525,"Cable Guy, The (1996)",14/06/1996
185,318,4,53,F,librarian,97403,Schindler's List (1993),01/01/1993
308,87,4,60,M,retired,95076,Searching for Bobby Fischer (1993),01/01/1993
295,1446,4,31,M,educator,50325,"Bye Bye, Love (1995)",01/01/1995
361,652,4,22,M,student,44074,Rosencrantz and Guildenstern Are Dead (1990),01/01/1990
42,82,4,30,M,administrator,17870,Jurassic Park (1993),01/01/1993
234,603,4,60,M,retired,94702,Rear Window (1954),01/01/1954
350,228,4,32,M,student,97301,Star Trek: The Wrath of Khan (1982),01/01/1982
280,159,4,30,F,librarian,22903,Basic Instinct (1992),01/01/1992
174,49,4,30,F,administrator,52302,I.Q. (1994),01/01/1994
374,685,4,36,M,executive,78746,Executive Decision (1996),09/03/1996
106,223,4,61,M,retired,55125,Sling Blade (1996),22/11/1996
75,108,4,24,M,entertainment,8816,Kids in the Hall: Brain Candy (1996),12/04/1996
85,498,4,51,M,educator,20003,"African Queen, The (1951)",01/01/1951
128,423,4,24,F,marketing,20009,E.T. the Extra-Terrestrial (1982),01/01/1982
299,485,4,29,M,doctor,63108,My Fair Lady (1964),01/01/1964
299,715,4,29,M,doctor,63108,To Die For (1995),01/01/1995
130,678,4,20,M,none,60115,Volcano (1997),25/04/1997
280,7,4,30,F,librarian,22903,Twelve Monkeys (1995),01/01/1995
149,305,4,35,F,marketing,17325,"Ice Storm, The (1997)",01/01/1997
269,919,4,31,F,librarian,43201,"City of Lost Children, The (1995)",01/01/1995
276,1172,4,21,M,student,95064,"Women, The (1939)",01/01/1939
41,170,4,33,M,engineer,80525,Cinema Paradiso (1988),01/01/1988
327,1067,4,22,M,student,11101,Bottle Rocket (1996),21/02/1996
345,197,4,28,F,librarian,94143,"Graduate, The (1967)",01/01/1967
222,449,4,29,M,programmer,27502,Star Trek: The Motion Picture (1979),01/01/1979
60,176,4,50,M,healthcare,6472,Aliens (1986),01/01/1986
314,215,4,20,F,student,8043,Field of Dreams (1989),01/01/1989
115,172,4,31,M,engineer,17110,"Empire Strikes Back, The (1980)",01/01/1980
267,568,4,23,M,engineer,83716,Speed (1994),01/01/1994
134,258,4,31,M,programmer,80236,Contact (1997),11/07/1997
13,61,4,47,M,educator,29206,Three Colors: White (1994),01/01/1994
305,660,4,23,M,programmer,94086,Fried Green Tomatoes (1991),01/01/1991
298,286,4,44,M,executive,1581,"English Patient, The (1996)",15/11/1996
256,49,4,35,F,none,39042,I.Q. (1994),01/01/1994
286,277,4,27,M,student,15217,Restoration (1995),01/01/1995
327,32,4,22,M,student,11101,Crumb (1994),01/01/1994
288,15,4,34,M,marketing,23226,Mr. Holland's Opus (1995),29/01/1996
308,610,4,60,M,retired,95076,Gigi (1958),01/01/1958
334,387,4,32,M,librarian,30002,"Age of Innocence, The (1993)",01/01/1993
204,315,4,52,F,librarian,10960,Apt Pupil (1998),23/10/1998
257,165,4,17,M,student,77005,Jean de Florette (1986),01/01/1986
171,327,4,48,F,educator,78750,Cop Land (1997),01/01/1997
378,8,4,35,M,student,2859,Babe (1995),01/01/1995
64,284,4,32,M,educator,43202,Tin Cup (1996),16/08/1996
327,478,4,22,M,student,11101,"Philadelphia Story, The (1940)",01/01/1940
10,509,4,53,M,lawyer,90703,My Left Foot (1989),01/01/1989
311,365,4,32,M,technician,73071,Powder (1995),01/01/1995
60,194,4,50,M,healthcare,6472,"Sting, The (1973)",01/01/1973
301,168,4,24,M,student,55439,Monty Python and the Holy Grail (1974),01/01/1974
5,40,4,33,F,other,15213,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",01/01/1995
303,80,4,19,M,student,14853,Hot Shots! Part Deux (1993),01/01/1993
299,208,4,29,M,doctor,63108,Young Frankenstein (1974),01/01/1974
275,423,4,38,M,engineer,92064,E.T. the Extra-Terrestrial (1982),01/01/1982
327,1097,4,22,M,student,11101,"Hate (Haine, La) (1995)",09/02/1996
99,7,4,20,M,student,63129,Twelve Monkeys (1995),01/01/1995
90,166,4,60,M,educator,78155,Manon of the Spring (Manon des sources) (1986),01/01/1986
213,2,4,33,M,executive,55345,GoldenEye (1995),01/01/1995
295,99,4,31,M,educator,50325,Snow White and the Seven Dwarfs (1937),01/01/1937
64,636,4,32,M,educator,43202,Escape from New York (1981),01/01/1981
303,231,4,19,M,student,14853,Batman Returns (1992),01/01/1992
184,196,4,37,M,librarian,76013,Dead Poets Society (1989),01/01/1989
146,1294,4,45,M,artist,83814,Ayn Rand: A Sense of Life (1997),13/02/1998
292,479,4,35,F,programmer,94703,Vertigo (1958),01/01/1958
326,633,4,41,M,administrator,15235,"Christmas Carol, A (1938)",01/01/1938
160,209,4,27,M,programmer,66215,This Is Spinal Tap (1984),01/01/1984
80,58,4,34,F,administrator,52241,Quiz Show (1994),01/01/1994
112,302,4,30,M,salesman,60613,L.A. Confidential (1997),01/01/1997
63,13,4,31,M,marketing,75240,Mighty Aphrodite (1995),30/10/1995
194,124,4,38,M,administrator,2154,Lone Star (1996),21/06/1996
291,4,4,19,M,student,44106,Get Shorty (1995),01/01/1995
326,132,4,41,M,administrator,15235,"Wizard of Oz, The (1939)",01/01/1939
244,508,4,28,M,technician,80525,"People vs. Larry Flynt, The (1996)",27/12/1996
128,602,4,24,F,marketing,20009,"American in Paris, An (1951)",01/01/1951
263,245,4,41,M,programmer,55346,"Devil's Own, The (1997)",26/03/1997
323,255,4,21,M,student,19149,My Best Friend's Wedding (1997),20/06/1997
276,282,4,21,M,student,95064,"Time to Kill, A (1996)",13/07/1996
186,1277,4,39,F,executive,0,Set It Off (1996),25/09/1996
264,25,4,36,F,writer,90064,"Birdcage, The (1996)",08/03/1996
60,502,4,50,M,healthcare,6472,Bananas (1971),01/01/1971
377,443,4,22,M,student,18015,"Birds, The (1963)",01/01/1963
142,350,4,13,M,other,48118,Fallen (1998),16/01/1998
374,591,4,36,M,executive,78746,Primal Fear (1996),30/03/1996
354,631,4,29,F,librarian,48197,"Crying Game, The (1992)",01/01/1992
334,1073,4,32,M,librarian,30002,Shallow Grave (1994),01/01/1994
54,121,4,22,M,executive,66315,Independence Day (ID4) (1996),03/07/1996
293,12,4,24,M,writer,60804,"Usual Suspects, The (1995)",14/08/1995
138,111,4,46,M,doctor,53211,"Truth About Cats & Dogs, The (1996)",26/04/1996
318,66,4,65,M,retired,6518,While You Were Sleeping (1995),01/01/1995
67,151,4,17,M,student,60402,Willy Wonka and the Chocolate Factory (1971),01/01/1971
47,321,4,53,M,marketing,7102,Mother (1996),25/12/1996
109,204,4,29,M,other,55423,Back to the Future (1985),01/01/1985
269,645,4,31,F,librarian,43201,Paris Is Burning (1990),01/01/1990
297,116,4,29,F,educator,98103,Cold Comfort Farm (1995),23/04/1996
339,806,4,35,M,lawyer,37901,Menace II Society (1993),01/01/1993
343,143,4,43,M,engineer,30093,"Sound of Music, The (1965)",01/01/1965
339,248,4,35,M,lawyer,37901,Grosse Pointe Blank (1997),11/04/1997
46,328,4,27,F,marketing,46538,Conspiracy Theory (1997),08/08/1997
184,478,4,37,M,librarian,76013,"Philadelphia Story, The (1940)",01/01/1940
348,742,4,24,F,student,45660,Ransom (1996),08/11/1996
221,53,4,19,M,student,20685,Natural Born Killers (1994),01/01/1994
308,584,4,60,M,retired,95076,"Secret Garden, The (1993)",01/01/1993
263,127,4,41,M,programmer,55346,"Godfather, The (1972)",01/01/1972
284,344,4,40,M,executive,92629,"Apostle, The (1997)",18/12/1997
91,435,4,55,M,marketing,1913,Butch Cassidy and the Sundance Kid (1969),01/01/1969
204,191,4,52,F,librarian,10960,Amadeus (1984),01/01/1984
12,754,4,28,F,other,6405,Red Corner (1997),01/01/1997
128,237,4,24,F,marketing,20009,Jerry Maguire (1996),13/12/1996
223,1014,4,19,F,student,47906,Romy and Michele's High School Reunion (1997),25/04/1997
214,1401,4,26,F,librarian,11231,M. Butterfly (1993),01/01/1993
325,521,4,48,M,technician,2139,"Deer Hunter, The (1978)",01/01/1978
343,702,4,43,M,engineer,30093,Barcelona (1994),01/01/1994
345,479,4,28,F,librarian,94143,Vertigo (1958),01/01/1958
327,645,4,22,M,student,11101,Paris Is Burning (1990),01/01/1990
299,347,4,29,M,doctor,63108,Wag the Dog (1997),09/01/1998
276,227,4,21,M,student,95064,Star Trek VI: The Undiscovered Country (1991),01/01/1991
135,228,4,23,M,student,38401,Star Trek: The Wrath of Khan (1982),01/01/1982
84,151,4,32,M,executive,55369,Willy Wonka and the Chocolate Factory (1971),01/01/1971
135,642,4,23,M,student,38401,"Grifters, The (1990)",01/01/1990
84,523,4,32,M,executive,55369,Cool Hand Luke (1967),01/01/1967
359,250,4,22,M,student,61801,"Fifth Element, The (1997)",09/05/1997
373,2,4,24,F,other,55116,GoldenEye (1995),01/01/1995
327,173,4,22,M,student,11101,"Princess Bride, The (1987)",01/01/1987
378,356,4,35,M,student,2859,"Client, The (1994)",01/01/1994
91,338,4,55,M,marketing,1913,Bean (1997),01/01/1997
128,591,4,24,F,marketing,20009,Primal Fear (1996),30/03/1996
303,249,4,19,M,student,14853,Austin Powers: International Man of Mystery (1997),02/05/1997
239,168,4,39,M,artist,95628,Monty Python and the Holy Grail (1974),01/01/1974
94,447,4,26,M,student,71457,Carrie (1976),01/01/1976
329,269,4,48,M,educator,1720,"Full Monty, The (1997)",01/01/1997
291,790,4,19,M,student,44106,Tommy Boy (1995),01/01/1995
347,423,4,18,M,student,90210,E.T. the Extra-Terrestrial (1982),01/01/1982
201,285,4,27,M,writer,E2A4H,Secrets & Lies (1996),04/10/1996
186,1253,4,39,F,executive,0,"Tie That Binds, The (1995)",01/01/1995
327,650,4,22,M,student,11101,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",01/01/1957
43,118,4,29,F,librarian,20854,Twister (1996),10/05/1996
347,268,4,18,M,student,90210,Chasing Amy (1997),01/01/1997
18,526,4,35,F,other,37212,Ben-Hur (1959),01/01/1959
294,544,4,34,M,technician,92110,Things to Do in Denver when You're Dead (1995),02/02/1996
279,147,4,33,M,programmer,85251,"Long Kiss Goodnight, The (1996)",05/10/1996
213,448,4,33,M,executive,55345,"Omen, The (1976)",01/01/1976
65,135,4,51,F,educator,48118,2001: A Space Odyssey (1968),01/01/1968
291,154,4,19,M,student,44106,Monty Python's Life of Brian (1979),01/01/1979
379,69,4,44,M,programmer,98117,Forrest Gump (1994),01/01/1994
62,179,4,27,F,administrator,97214,"Clockwork Orange, A (1971)",01/01/1971
331,277,4,33,M,entertainment,91344,Restoration (1995),01/01/1995
279,469,4,33,M,programmer,85251,Short Cuts (1993),01/01/1993
1,209,4,24,M,technician,85711,This Is Spinal Tap (1984),01/01/1984
6,513,4,42,M,executive,98101,"Third Man, The (1949)",01/01/1949
332,271,4,20,M,student,40504,Starship Troopers (1997),01/01/1997
59,660,4,49,M,educator,8403,Fried Green Tomatoes (1991),01/01/1991
130,959,4,20,M,none,60115,Dazed and Confused (1993),01/01/1993
328,185,4,51,M,administrator,6779,Psycho (1960),01/01/1960
200,15,4,40,M,programmer,93402,Mr. Holland's Opus (1995),29/01/1996
234,423,4,60,M,retired,94702,E.T. the Extra-Terrestrial (1982),01/01/1982
354,297,4,29,F,librarian,48197,Ulee's Gold (1997),01/01/1997
130,405,4,20,M,none,60115,Mission: Impossible (1996),22/05/1996
279,4,4,33,M,programmer,85251,Get Shorty (1995),01/01/1995
198,217,4,21,F,student,55414,Bram Stoker's Dracula (1992),01/01/1992
342,237,4,25,F,other,98006,Jerry Maguire (1996),13/12/1996
64,318,4,32,M,educator,43202,Schindler's List (1993),01/01/1993
13,443,4,47,M,educator,29206,"Birds, The (1963)",01/01/1963
279,92,4,33,M,programmer,85251,True Romance (1993),01/01/1993
249,684,4,25,M,student,84103,In the Line of Fire (1993),01/01/1993
379,705,4,44,M,programmer,98117,Singin' in the Rain (1952),01/01/1952
184,70,4,37,M,librarian,76013,Four Weddings and a Funeral (1994),01/01/1994
276,276,4,21,M,student,95064,Leaving Las Vegas (1995),01/01/1995
77,50,4,30,M,technician,29379,Star Wars (1977),01/01/1977
22,502,4,25,M,writer,40206,Bananas (1971),01/01/1971
59,562,4,49,M,educator,8403,"Quick and the Dead, The (1995)",01/01/1995
94,206,4,26,M,student,71457,Akira (1988),01/01/1988
329,276,4,48,M,educator,1720,Leaving Las Vegas (1995),01/01/1995
321,50,4,49,F,educator,55413,Star Wars (1977),01/01/1977
165,419,4,20,F,other,53715,Mary Poppins (1964),01/01/1964
190,628,4,30,M,administrator,95938,Sleepers (1996),18/10/1996
303,288,4,19,M,student,14853,Scream (1996),20/12/1996
283,216,4,28,M,programmer,55305,When Harry Met Sally... (1989),01/01/1989
58,204,4,27,M,programmer,52246,Back to the Future (1985),01/01/1985
92,273,4,32,M,entertainment,80525,Heat (1995),01/01/1995
67,743,4,17,M,student,60402,"Crow: City of Angels, The (1996)",30/08/1996
311,627,4,32,M,technician,73071,Robin Hood: Prince of Thieves (1991),01/01/1991
351,1316,4,61,M,educator,49938,"Horse Whisperer, The (1998)",25/12/1997
311,510,4,32,M,technician,73071,"Magnificent Seven, The (1954)",01/01/1954
195,421,4,42,M,scientist,93555,William Shakespeare's Romeo and Juliet (1996),25/10/1996
361,949,4,22,M,student,44074,How to Make an American Quilt (1995),01/01/1995
301,380,4,24,M,student,55439,Star Trek: Generations (1994),01/01/1994
332,7,4,20,M,student,40504,Twelve Monkeys (1995),01/01/1995
7,266,4,57,M,administrator,91344,Kull the Conqueror (1997),29/08/1997
166,258,4,47,M,educator,55113,Contact (1997),11/07/1997
177,195,4,20,M,programmer,19104,"Terminator, The (1984)",01/01/1984
344,111,4,30,F,librarian,94117,"Truth About Cats & Dogs, The (1996)",26/04/1996
189,607,4,32,M,artist,95014,Rebecca (1940),01/01/1940
313,182,4,41,M,marketing,60035,GoodFellas (1990),01/01/1990
276,69,4,21,M,student,95064,Forrest Gump (1994),01/01/1994
60,729,4,50,M,healthcare,6472,Nell (1994),01/01/1994
62,121,4,27,F,administrator,97214,Independence Day (ID4) (1996),03/07/1996
345,313,4,28,F,librarian,94143,Titanic (1997),01/01/1997
271,713,4,51,M,engineer,22932,Othello (1995),18/12/1995
25,269,4,39,M,engineer,55107,"Full Monty, The (1997)",01/01/1997
363,433,4,20,M,student,87501,Heathers (1989),01/01/1989
373,25,4,24,F,other,55116,"Birdcage, The (1996)",08/03/1996
357,742,4,26,M,executive,98133,Ransom (1996),08/11/1996
90,96,4,60,M,educator,78155,Terminator 2: Judgment Day (1991),01/01/1991
327,198,4,22,M,student,11101,Nikita (La Femme Nikita) (1990),01/01/1990
83,783,4,40,M,other,44133,Milk Money (1994),01/01/1994
318,655,4,65,M,retired,6518,Stand by Me (1986),01/01/1986
21,325,4,26,M,writer,30068,Crash (1996),21/03/1997
279,195,4,33,M,programmer,85251,"Terminator, The (1984)",01/01/1984
56,95,4,25,M,librarian,46260,Aladdin (1992),01/01/1992
321,8,4,49,F,educator,55413,Babe (1995),01/01/1995
151,602,4,38,F,administrator,48103,"American in Paris, An (1951)",01/01/1951
67,276,4,17,M,student,60402,Leaving Las Vegas (1995),01/01/1995
337,631,4,37,M,scientist,10522,"Crying Game, The (1992)",01/01/1992
244,411,4,28,M,technician,80525,"Nutty Professor, The (1996)",28/06/1996
43,393,4,29,F,librarian,20854,Mrs. Doubtfire (1993),01/01/1993
64,447,4,32,M,educator,43202,Carrie (1976),01/01/1976
54,237,4,22,M,executive,66315,Jerry Maguire (1996),13/12/1996
198,629,4,21,F,student,55414,Victor/Victoria (1982),01/01/1982
329,855,4,48,M,educator,1720,Diva (1981),01/01/1981
43,486,4,29,F,librarian,20854,Sabrina (1954),01/01/1954
339,42,4,35,M,lawyer,37901,Clerks (1994),01/01/1994
92,471,4,32,M,entertainment,80525,Courage Under Fire (1996),08/03/1996
13,118,4,47,M,educator,29206,Twister (1996),10/05/1996
305,154,4,23,M,programmer,94086,Monty Python's Life of Brian (1979),01/01/1979
192,301,4,42,M,educator,90840,In & Out (1997),19/09/1997
365,124,4,29,M,lawyer,20009,Lone Star (1996),21/06/1996
10,164,4,53,M,lawyer,90703,"Abyss, The (1989)",01/01/1989
234,847,4,60,M,retired,94702,Looking for Richard (1996),11/10/1996
59,1113,4,49,M,educator,8403,Mrs. Parker and the Vicious Circle (1994),01/01/1994
85,661,4,51,M,educator,20003,High Noon (1952),01/01/1952
339,516,4,35,M,lawyer,37901,Local Hero (1983),01/01/1983
95,510,4,31,M,administrator,10707,"Magnificent Seven, The (1954)",01/01/1954
125,270,4,30,M,lawyer,22202,Gattaca (1997),01/01/1997
345,295,4,28,F,librarian,94143,Breakdown (1997),02/05/1997
82,1101,4,50,M,programmer,22902,Six Degrees of Separation (1993),01/01/1993
3,318,4,23,M,writer,32067,Schindler's List (1993),01/01/1993
295,1135,4,31,M,educator,50325,"Doors, The (1991)",01/01/1991
291,46,4,19,M,student,44106,Exotica (1994),01/01/1994
292,226,4,35,F,programmer,94703,Die Hard 2 (1990),01/01/1990
315,211,4,31,M,educator,18301,M*A*S*H (1970),01/01/1970
62,209,4,27,F,administrator,97214,This Is Spinal Tap (1984),01/01/1984
345,317,4,28,F,librarian,94143,In the Name of the Father (1993),01/01/1993
152,204,4,33,F,educator,68767,Back to the Future (1985),01/01/1985
271,224,4,51,M,engineer,22932,Ridicule (1996),27/11/1996
99,363,4,20,M,student,63129,Sudden Death (1995),01/01/1995
70,527,4,27,M,engineer,60067,Gandhi (1982),01/01/1982
68,288,4,19,M,student,22904,Scream (1996),20/12/1996
198,172,4,21,F,student,55414,"Empire Strikes Back, The (1980)",01/01/1980
96,474,4,25,F,artist,75206,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),01/01/1963
56,692,4,25,M,librarian,46260,"American President, The (1995)",01/01/1995
43,161,4,29,F,librarian,20854,Top Gun (1986),01/01/1986
361,238,4,22,M,student,44074,Raising Arizona (1987),01/01/1987
43,275,4,29,F,librarian,20854,Sense and Sensibility (1995),01/01/1995
297,7,4,29,F,educator,98103,Twelve Monkeys (1995),01/01/1995
23,405,4,30,F,artist,48197,Mission: Impossible (1996),22/05/1996
311,187,4,32,M,technician,73071,"Godfather: Part II, The (1974)",01/01/1974
277,302,4,35,F,administrator,55406,L.A. Confidential (1997),01/01/1997
301,8,4,24,M,student,55439,Babe (1995),01/01/1995
303,164,4,19,M,student,14853,"Abyss, The (1989)",01/01/1989
209,321,4,33,F,educator,85710,Mother (1996),25/12/1996
94,420,4,26,M,student,71457,Alice in Wonderland (1951),01/01/1951
179,310,4,15,M,entertainment,20755,"Rainmaker, The (1997)",01/01/1997
354,208,4,29,F,librarian,48197,Young Frankenstein (1974),01/01/1974
188,77,4,42,M,student,29440,"Firm, The (1993)",01/01/1993
125,28,4,30,M,lawyer,22202,Apollo 13 (1995),01/01/1995
314,105,4,20,F,student,8043,Sgt. Bilko (1996),29/03/1996
295,68,4,31,M,educator,50325,"Crow, The (1994)",01/01/1994
58,182,4,27,M,programmer,52246,GoodFellas (1990),01/01/1990
152,241,4,33,F,educator,68767,"Last of the Mohicans, The (1992)",01/01/1992
236,222,4,44,F,writer,53214,Star Trek: First Contact (1996),22/11/1996
326,659,4,41,M,administrator,15235,Arsenic and Old Lace (1944),01/01/1944
189,1403,4,32,M,artist,95014,Caro Diario (Dear Diary) (1994),01/01/1994
151,65,4,38,F,administrator,48103,What's Eating Gilbert Grape (1993),01/01/1993
343,367,4,43,M,engineer,30093,Clueless (1995),01/01/1995
10,385,4,53,M,lawyer,90703,True Lies (1994),01/01/1994
41,98,4,33,M,engineer,80525,"Silence of the Lambs, The (1991)",01/01/1991
13,265,4,47,M,educator,29206,"Hunt for Red October, The (1990)",01/01/1990
279,578,4,33,M,programmer,85251,Demolition Man (1993),01/01/1993
301,216,4,24,M,student,55439,When Harry Met Sally... (1989),01/01/1989
2,303,4,53,F,other,94043,Ulee's Gold (1997),01/01/1997
338,511,4,39,F,librarian,59717,Lawrence of Arabia (1962),01/01/1962
92,181,4,32,M,entertainment,80525,Return of the Jedi (1983),14/03/1997
54,257,4,22,M,executive,66315,Men in Black (1997),04/07/1997
268,679,4,24,M,engineer,19422,Conan the Barbarian (1981),01/01/1981
308,184,4,60,M,retired,95076,Army of Darkness (1993),01/01/1993
64,7,4,32,M,educator,43202,Twelve Monkeys (1995),01/01/1995
330,38,4,35,F,educator,33884,"Net, The (1995)",01/01/1995
244,180,4,28,M,technician,80525,Apocalypse Now (1979),01/01/1979
156,211,4,25,M,educator,8360,M*A*S*H (1970),01/01/1970
295,419,4,31,M,educator,50325,Mary Poppins (1964),01/01/1964
314,869,4,20,F,student,8043,Fools Rush In (1997),14/02/1997
166,343,4,47,M,educator,55113,Alien: Resurrection (1997),01/01/1997
193,174,4,29,M,student,49931,Raiders of the Lost Ark (1981),01/01/1981
54,127,4,22,M,executive,66315,"Godfather, The (1972)",01/01/1972
12,276,4,28,F,other,6405,Leaving Las Vegas (1995),01/01/1995
276,121,4,21,M,student,95064,Independence Day (ID4) (1996),03/07/1996
377,354,4,22,M,student,18015,"Wedding Singer, The (1998)",13/02/1998
219,303,4,32,M,programmer,43212,Ulee's Gold (1997),01/01/1997
385,209,4,36,M,writer,10003,This Is Spinal Tap (1984),01/01/1984
182,864,4,36,M,programmer,33884,My Fellow Americans (1996),20/12/1996
236,420,4,44,F,writer,53214,Alice in Wonderland (1951),01/01/1951
321,474,4,49,F,educator,55413,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),01/01/1963
308,1006,4,60,M,retired,95076,Until the End of the World (Bis ans Ende der Welt) (1991),01/01/1991
303,210,4,19,M,student,14853,Indiana Jones and the Last Crusade (1989),01/01/1989
139,458,4,20,M,student,8904,Nixon (1995),01/01/1995
293,82,4,24,M,writer,60804,Jurassic Park (1993),01/01/1993
363,336,4,20,M,student,87501,Playing God (1997),01/01/1997
59,448,4,49,M,educator,8403,"Omen, The (1976)",01/01/1976
64,216,4,32,M,educator,43202,When Harry Met Sally... (1989),01/01/1989
355,882,4,25,M,student,60135,Washington Square (1997),01/01/1997
208,430,4,43,M,engineer,1720,Duck Soup (1933),01/01/1933
84,237,4,32,M,executive,55369,Jerry Maguire (1996),13/12/1996
373,230,4,24,F,other,55116,Star Trek IV: The Voyage Home (1986),01/01/1986
74,100,4,39,M,scientist,T8H1N,Fargo (1996),14/02/1997
291,1244,4,19,M,student,44106,Metro (1997),17/01/1997
128,294,4,24,F,marketing,20009,Liar Liar (1997),21/03/1997
18,57,4,35,F,other,37212,Priest (1994),01/01/1994
168,258,4,48,M,other,80127,Contact (1997),11/07/1997
43,50,4,29,F,librarian,20854,Star Wars (1977),01/01/1977
119,274,4,32,M,programmer,67401,Sabrina (1995),01/01/1995
151,837,4,38,F,administrator,48103,Meet John Doe (1941),01/01/1941
23,504,4,30,F,artist,48197,Bonnie and Clyde (1967),01/01/1967
